date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score
2026-03-25,823244,7,New York Yankees,San Francisco Giants,0,New York Yankees,San Francisco Giants,7,0
2026-03-26,823649,7,Pittsburgh Pirates,New York Mets,11,New York Mets,Pittsburgh Pirates,11,7
2026-03-26,823812,2,Chicago White Sox,Milwaukee Brewers,14,Milwaukee Brewers,Chicago White Sox,14,2
2026-03-26,824704,10,Washington Nationals,Chicago Cubs,4,Washington Nationals,Chicago Cubs,10,4
2026-03-26,824865,1,Minnesota Twins,Baltimore Orioles,2,Baltimore Orioles,Minnesota Twins,2,1
2026-03-26,824541,3,Boston Red Sox,Cincinnati Reds,0,Boston Red Sox,Cincinnati Reds,3,0
2026-03-26,824218,3,Los Angeles Angels,Houston Astros,0,Los Angeles Angels,Houston Astros,3,0
2026-03-26,823325,8,Detroit Tigers,San Diego Padres,2,Detroit Tigers,San Diego Padres,8,2
2026-03-26,823081,7,Tampa Bay Rays,St. Louis Cardinals,9,St. Louis Cardinals,Tampa Bay Rays,9,7
2026-03-26,823486,3,Texas Rangers,Philadelphia Phillies,5,Philadelphia Phillies,Texas Rangers,5,3
2026-03-26,823974,2,Arizona Diamondbacks,Los Angeles Dodgers,8,Los Angeles Dodgers,Arizona Diamondbacks,8,2
2026-03-26,823163,6,Cleveland Guardians,Seattle Mariners,4,Cleveland Guardians,Seattle Mariners,6,4
2026-03-27,823243,3,New York Yankees,San Francisco Giants,0,New York Yankees,San Francisco Giants,3,0
2026-03-27,822839,2,Athletics,Toronto Blue Jays,3,Toronto Blue Jays,Athletics,3,2
2026-03-27,823893,1,Colorado Rockies,Miami Marlins,2,Miami Marlins,Colorado Rockies,2,1
2026-03-27,824946,0,Kansas City Royals,Atlanta Braves,6,Atlanta Braves,Kansas City Royals,6,0
2026-03-27,824216,6,Los Angeles Angels,Houston Astros,2,Los Angeles Angels,Houston Astros,6,2
2026-03-27,823324,5,Detroit Tigers,San Diego Padres,2,Detroit Tigers,San Diego Padres,5,2
2026-03-27,823162,1,Cleveland Guardians,Seattle Mariners,5,Seattle Mariners,Cleveland Guardians,5,1
2026-03-27,823971,4,Arizona Diamondbacks,Los Angeles Dodgers,5,Los Angeles Dodgers,Arizona Diamondbacks,5,4
2026-03-28,823082,5,Tampa Bay Rays,St. Louis Cardinals,6,St. Louis Cardinals,Tampa Bay Rays,6,5
2026-03-28,824701,2,Washington Nationals,Chicago Cubs,10,Chicago Cubs,Washington Nationals,10,2
2026-03-28,822838,7,Athletics,Toronto Blue Jays,8,Toronto Blue Jays,Athletics,8,7
2026-03-28,824862,4,Minnesota Twins,Baltimore Orioles,1,Minnesota Twins,Baltimore Orioles,4,1
2026-03-28,823488,5,Texas Rangers,Philadelphia Phillies,4,Texas Rangers,Philadelphia Phillies,5,4
2026-03-28,824540,5,Boston Red Sox,Cincinnati Reds,6,Cincinnati Reds,Boston Red Sox,6,5
2026-03-28,823651,2,Pittsburgh Pirates,New York Mets,4,New York Mets,Pittsburgh Pirates,4,2
2026-03-28,823892,3,Colorado Rockies,Miami Marlins,4,Miami Marlins,Colorado Rockies,4,3
2026-03-28,824213,9,Los Angeles Angels,Houston Astros,11,Houston Astros,Los Angeles Angels,11,9
2026-03-28,823811,1,Chicago White Sox,Milwaukee Brewers,6,Milwaukee Brewers,Chicago White Sox,6,1
2026-03-28,824945,2,Kansas City Royals,Atlanta Braves,6,Atlanta Braves,Kansas City Royals,6,2
2026-03-28,823241,3,New York Yankees,San Francisco Giants,1,New York Yankees,San Francisco Giants,3,1
2026-03-28,823323,0,Detroit Tigers,San Diego Padres,3,San Diego Padres,Detroit Tigers,3,0
2026-03-28,823973,2,Arizona Diamondbacks,Los Angeles Dodgers,3,Los Angeles Dodgers,Arizona Diamondbacks,3,2
2026-03-28,823161,6,Cleveland Guardians,Seattle Mariners,5,Cleveland Guardians,Seattle Mariners,6,5
2026-03-29,824864,6,Minnesota Twins,Baltimore Orioles,8,Baltimore Orioles,Minnesota Twins,8,6
2026-03-29,823487,8,Texas Rangers,Philadelphia Phillies,3,Texas Rangers,Philadelphia Phillies,8,3
2026-03-29,824944,4,Kansas City Royals,Atlanta Braves,1,Kansas City Royals,Atlanta Braves,4,1
2026-03-29,822837,2,Athletics,Toronto Blue Jays,5,Toronto Blue Jays,Athletics,5,2
2026-03-29,824538,2,Boston Red Sox,Cincinnati Reds,3,Cincinnati Reds,Boston Red Sox,3,2
2026-03-29,823647,4,Pittsburgh Pirates,New York Mets,3,Pittsburgh Pirates,New York Mets,4,3
2026-03-29,823891,3,Colorado Rockies,Miami Marlins,4,Miami Marlins,Colorado Rockies,4,3
2026-03-29,824215,7,Los Angeles Angels,Houston Astros,9,Houston Astros,Los Angeles Angels,9,7
2026-03-29,823810,7,Chicago White Sox,Milwaukee Brewers,9,Milwaukee Brewers,Chicago White Sox,9,7
2026-03-29,823079,11,Tampa Bay Rays,St. Louis Cardinals,7,Tampa Bay Rays,St. Louis Cardinals,11,7
2026-03-29,824700,6,Washington Nationals,Chicago Cubs,3,Washington Nationals,Chicago Cubs,6,3
2026-03-29,823160,0,Cleveland Guardians,Seattle Mariners,8,Seattle Mariners,Cleveland Guardians,8,0
2026-03-30,824135,1,Minnesota Twins,Kansas City Royals,3,Kansas City Royals,Minnesota Twins,3,1
2026-03-30,824863,5,Texas Rangers,Baltimore Orioles,2,Texas Rangers,Baltimore Orioles,5,2
2026-03-30,824539,0,Pittsburgh Pirates,Cincinnati Reds,2,Cincinnati Reds,Pittsburgh Pirates,2,0
2026-03-30,823484,13,Washington Nationals,Philadelphia Phillies,2,Washington Nationals,Philadelphia Phillies,13,2
2026-03-30,823890,9,Chicago White Sox,Miami Marlins,4,Chicago White Sox,Miami Marlins,9,4
2026-03-30,822834,14,Colorado Rockies,Toronto Blue Jays,5,Colorado Rockies,Toronto Blue Jays,14,5
2026-03-30,824943,0,Athletics,Atlanta Braves,4,Atlanta Braves,Athletics,4,0
2026-03-30,824702,2,Los Angeles Angels,Chicago Cubs,7,Chicago Cubs,Los Angeles Angels,7,2
2026-03-30,823809,3,Tampa Bay Rays,Milwaukee Brewers,2,Tampa Bay Rays,Milwaukee Brewers,3,2
2026-03-30,823080,4,New York Mets,St. Louis Cardinals,2,New York Mets,St. Louis Cardinals,4,2
2026-03-30,824214,1,Boston Red Sox,Houston Astros,8,Houston Astros,Boston Red Sox,8,1
2026-03-30,823320,3,San Francisco Giants,San Diego Padres,2,San Francisco Giants,San Diego Padres,3,2
2026-03-30,823159,1,New York Yankees,Seattle Mariners,2,Seattle Mariners,New York Yankees,2,1
2026-03-30,825108,6,Detroit Tigers,Arizona Diamondbacks,9,Arizona Diamondbacks,Detroit Tigers,9,6
2026-03-30,823972,4,Cleveland Guardians,Los Angeles Dodgers,2,Cleveland Guardians,Los Angeles Dodgers,4,2
2026-03-31,824861,8,Texas Rangers,Baltimore Orioles,5,Texas Rangers,Baltimore Orioles,8,5
2026-03-31,824537,8,Pittsburgh Pirates,Cincinnati Reds,3,Pittsburgh Pirates,Cincinnati Reds,8,3
2026-03-31,823485,2,Washington Nationals,Philadelphia Phillies,3,Philadelphia Phillies,Washington Nationals,3,2
2026-03-31,823888,2,Chicago White Sox,Miami Marlins,9,Miami Marlins,Chicago White Sox,9,2
2026-03-31,822836,1,Colorado Rockies,Toronto Blue Jays,5,Toronto Blue Jays,Colorado Rockies,5,1
2026-03-31,824942,5,Athletics,Atlanta Braves,2,Athletics,Atlanta Braves,5,2
2026-03-31,824699,2,Los Angeles Angels,Chicago Cubs,0,Los Angeles Angels,Chicago Cubs,2,0
2026-03-31,823807,2,Tampa Bay Rays,Milwaukee Brewers,6,Milwaukee Brewers,Tampa Bay Rays,6,2
2026-03-31,823077,0,New York Mets,St. Louis Cardinals,3,St. Louis Cardinals,New York Mets,3,0
2026-03-31,824212,2,Boston Red Sox,Houston Astros,9,Houston Astros,Boston Red Sox,9,2
2026-03-31,825107,5,Detroit Tigers,Arizona Diamondbacks,7,Arizona Diamondbacks,Detroit Tigers,7,5
2026-03-31,823322,9,San Francisco Giants,San Diego Padres,3,San Francisco Giants,San Diego Padres,9,3
2026-03-31,823158,5,New York Yankees,Seattle Mariners,0,New York Yankees,Seattle Mariners,5,0
2026-03-31,823969,1,Cleveland Guardians,Los Angeles Dodgers,4,Los Angeles Dodgers,Cleveland Guardians,4,1
2026-04-01,824940,1,Athletics,Atlanta Braves,5,Atlanta Braves,Athletics,5,1
2026-04-01,824860,3,Texas Rangers,Baltimore Orioles,8,Baltimore Orioles,Texas Rangers,8,3
2026-04-01,824536,8,Pittsburgh Pirates,Cincinnati Reds,3,Pittsburgh Pirates,Cincinnati Reds,8,3
2026-04-01,823483,5,Washington Nationals,Philadelphia Phillies,6,Philadelphia Phillies,Washington Nationals,6,5
2026-04-01,822835,2,Colorado Rockies,Toronto Blue Jays,1,Colorado Rockies,Toronto Blue Jays,2,1
2026-04-01,823889,0,Chicago White Sox,Miami Marlins,10,Miami Marlins,Chicago White Sox,10,0
2026-04-01,823078,1,New York Mets,St. Louis Cardinals,2,St. Louis Cardinals,New York Mets,2,1
2026-04-01,823806,2,Tampa Bay Rays,Milwaukee Brewers,8,Milwaukee Brewers,Tampa Bay Rays,8,2
2026-04-01,824211,4,Boston Red Sox,Houston Astros,6,Houston Astros,Boston Red Sox,6,4
2026-04-01,824698,2,Los Angeles Angels,Chicago Cubs,6,Chicago Cubs,Los Angeles Angels,6,2
2026-04-01,825106,0,Detroit Tigers,Arizona Diamondbacks,1,Arizona Diamondbacks,Detroit Tigers,1,0
2026-04-01,823321,1,San Francisco Giants,San Diego Padres,7,San Diego Padres,San Francisco Giants,7,1
2026-04-01,823157,5,New York Yankees,Seattle Mariners,3,New York Yankees,Seattle Mariners,5,3
2026-04-01,824136,9,Minnesota Twins,Kansas City Royals,13,Kansas City Royals,Minnesota Twins,13,9
2026-04-01,823970,4,Cleveland Guardians,Los Angeles Dodgers,1,Cleveland Guardians,Los Angeles Dodgers,4,1
2026-04-02,824133,5,Minnesota Twins,Kansas City Royals,1,Minnesota Twins,Kansas City Royals,5,1
2026-04-02,825105,17,Atlanta Braves,Arizona Diamondbacks,2,Atlanta Braves,Arizona Diamondbacks,17,2
2026-04-02,823242,2,New York Mets,San Francisco Giants,7,San Francisco Giants,New York Mets,7,2
2026-04-03,822758,13,Los Angeles Dodgers,Washington Nationals,6,Los Angeles Dodgers,Washington Nationals,13,6
2026-04-03,824299,0,St. Louis Cardinals,Detroit Tigers,4,Detroit Tigers,St. Louis Cardinals,4,0
2026-04-03,823568,2,Miami Marlins,New York Yankees,8,New York Yankees,Miami Marlins,8,2
2026-04-03,824786,2,San Diego Padres,Boston Red Sox,5,Boston Red Sox,San Diego Padres,5,2
2026-04-03,824621,4,Toronto Blue Jays,Chicago White Sox,5,Chicago White Sox,Toronto Blue Jays,5,4
2026-04-03,822919,5,Cincinnati Reds,Texas Rangers,3,Cincinnati Reds,Texas Rangers,5,3
2026-04-03,824458,1,Chicago Cubs,Cleveland Guardians,4,Cleveland Guardians,Chicago Cubs,4,1
2026-04-03,823732,4,Tampa Bay Rays,Minnesota Twins,10,Minnesota Twins,Tampa Bay Rays,10,4
2026-04-03,824377,10,Philadelphia Phillies,Colorado Rockies,1,Philadelphia Phillies,Colorado Rockies,10,1
2026-04-03,823406,4,Baltimore Orioles,Pittsburgh Pirates,5,Pittsburgh Pirates,Baltimore Orioles,5,4
2026-04-03,824056,3,Seattle Mariners,Los Angeles Angels,1,Seattle Mariners,Los Angeles Angels,3,1
2026-04-03,825026,4,Houston Astros,Athletics,11,Athletics,Houston Astros,11,4
2026-04-03,825103,2,Atlanta Braves,Arizona Diamondbacks,0,Atlanta Braves,Arizona Diamondbacks,2,0
2026-04-03,823240,10,New York Mets,San Francisco Giants,3,New York Mets,San Francisco Giants,10,3
2026-04-04,824622,3,Toronto Blue Jays,Chicago White Sox,6,Chicago White Sox,Toronto Blue Jays,6,3
2026-04-04,824132,5,Milwaukee Brewers,Kansas City Royals,2,Milwaukee Brewers,Kansas City Royals,5,2
2026-04-04,824134,2,Milwaukee Brewers,Kansas City Royals,8,Kansas City Royals,Milwaukee Brewers,8,2
2026-04-04,822757,10,Los Angeles Dodgers,Washington Nationals,5,Los Angeles Dodgers,Washington Nationals,10,5
2026-04-04,825027,11,Houston Astros,Athletics,0,Houston Astros,Athletics,11,0
2026-04-04,823404,2,Baltimore Orioles,Pittsburgh Pirates,3,Pittsburgh Pirates,Baltimore Orioles,3,2
2026-04-04,824782,3,San Diego Padres,Boston Red Sox,2,San Diego Padres,Boston Red Sox,3,2
2026-04-04,822920,2,Cincinnati Reds,Texas Rangers,0,Cincinnati Reds,Texas Rangers,2,0
2026-04-04,823569,7,Miami Marlins,New York Yankees,9,New York Yankees,Miami Marlins,9,7
2026-04-04,823730,7,Tampa Bay Rays,Minnesota Twins,1,Tampa Bay Rays,Minnesota Twins,7,1
2026-04-04,825104,1,Atlanta Braves,Arizona Diamondbacks,2,Arizona Diamondbacks,Atlanta Braves,2,1
2026-04-04,824378,2,Philadelphia Phillies,Colorado Rockies,1,Philadelphia Phillies,Colorado Rockies,2,1
2026-04-04,823239,9,New York Mets,San Francisco Giants,0,New York Mets,San Francisco Giants,9,0
2026-04-04,824054,0,Seattle Mariners,Los Angeles Angels,1,Los Angeles Angels,Seattle Mariners,1,0
2026-04-05,824459,1,Chicago Cubs,Cleveland Guardians,0,Chicago Cubs,Cleveland Guardians,1,0
2026-04-05,824460,5,Chicago Cubs,Cleveland Guardians,6,Cleveland Guardians,Chicago Cubs,6,5
2026-04-05,822756,8,Los Angeles Dodgers,Washington Nationals,6,Los Angeles Dodgers,Washington Nationals,8,6
2026-04-05,823405,2,Baltimore Orioles,Pittsburgh Pirates,8,Pittsburgh Pirates,Baltimore Orioles,8,2
2026-04-05,824781,8,San Diego Padres,Boston Red Sox,6,San Diego Padres,Boston Red Sox,8,6
2026-04-05,823566,7,Miami Marlins,New York Yankees,6,Miami Marlins,New York Yankees,7,6
2026-04-05,823729,4,Tampa Bay Rays,Minnesota Twins,1,Tampa Bay Rays,Minnesota Twins,4,1
2026-04-05,824620,0,Toronto Blue Jays,Chicago White Sox,3,Chicago White Sox,Toronto Blue Jays,3,0
2026-04-05,824131,8,Milwaukee Brewers,Kansas City Royals,5,Milwaukee Brewers,Kansas City Royals,8,5
2026-04-05,822917,2,Cincinnati Reds,Texas Rangers,1,Cincinnati Reds,Texas Rangers,2,1
2026-04-05,824379,1,Philadelphia Phillies,Colorado Rockies,4,Colorado Rockies,Philadelphia Phillies,4,1
2026-04-05,825025,10,Houston Astros,Athletics,12,Athletics,Houston Astros,12,10
2026-04-05,823238,5,New York Mets,San Francisco Giants,2,New York Mets,San Francisco Giants,5,2
2026-04-05,824053,7,Seattle Mariners,Los Angeles Angels,8,Los Angeles Angels,Seattle Mariners,8,7
2026-04-05,825102,5,Atlanta Braves,Arizona Diamondbacks,6,Arizona Diamondbacks,Atlanta Braves,6,5
2026-04-05,824296,5,St. Louis Cardinals,Detroit Tigers,3,St. Louis Cardinals,Detroit Tigers,5,3
2026-04-06,823002,4,Chicago Cubs,Tampa Bay Rays,6,Tampa Bay Rays,Chicago Cubs,6,4
2026-04-06,824456,4,Kansas City Royals,Cleveland Guardians,2,Kansas City Royals,Cleveland Guardians,4,2
2026-04-06,823401,5,San Diego Padres,Pittsburgh Pirates,0,San Diego Padres,Pittsburgh Pirates,5,0
2026-04-06,823886,2,Cincinnati Reds,Miami Marlins,0,Cincinnati Reds,Miami Marlins,2,0
2026-04-06,822755,6,St. Louis Cardinals,Washington Nationals,9,Washington Nationals,St. Louis Cardinals,9,6
2026-04-06,824783,8,Milwaukee Brewers,Boston Red Sox,6,Milwaukee Brewers,Boston Red Sox,8,6
2026-04-06,822832,14,Los Angeles Dodgers,Toronto Blue Jays,2,Los Angeles Dodgers,Toronto Blue Jays,14,2
2026-04-06,823728,3,Detroit Tigers,Minnesota Twins,7,Minnesota Twins,Detroit Tigers,7,3
2026-04-06,824619,2,Baltimore Orioles,Chicago White Sox,1,Baltimore Orioles,Chicago White Sox,2,1
2026-04-06,822918,1,Seattle Mariners,Texas Rangers,2,Texas Rangers,Seattle Mariners,2,1
2026-04-06,824376,7,Houston Astros,Colorado Rockies,9,Colorado Rockies,Houston Astros,9,7
2026-04-06,824052,2,Atlanta Braves,Los Angeles Angels,6,Los Angeles Angels,Atlanta Braves,6,2
2026-04-06,823237,6,Philadelphia Phillies,San Francisco Giants,4,Philadelphia Phillies,San Francisco Giants,6,4
2026-04-07,824457,1,Kansas City Royals,Cleveland Guardians,2,Cleveland Guardians,Kansas City Royals,2,1
2026-04-07,824618,4,Baltimore Orioles,Chicago White Sox,2,Baltimore Orioles,Chicago White Sox,4,2
2026-04-07,823648,3,Arizona Diamondbacks,New York Mets,4,New York Mets,Arizona Diamondbacks,4,3
2026-04-07,823402,1,San Diego Padres,Pittsburgh Pirates,7,Pittsburgh Pirates,San Diego Padres,7,1
2026-04-07,822999,9,Chicago Cubs,Tampa Bay Rays,2,Chicago Cubs,Tampa Bay Rays,9,2
2026-04-07,823887,6,Cincinnati Reds,Miami Marlins,3,Cincinnati Reds,Miami Marlins,6,3
2026-04-07,822754,7,St. Louis Cardinals,Washington Nationals,6,St. Louis Cardinals,Washington Nationals,7,6
2026-04-07,824780,2,Milwaukee Brewers,Boston Red Sox,3,Boston Red Sox,Milwaukee Brewers,3,2
2026-04-07,823567,3,Athletics,New York Yankees,5,New York Yankees,Athletics,5,3
2026-04-07,822831,4,Los Angeles Dodgers,Toronto Blue Jays,1,Los Angeles Dodgers,Toronto Blue Jays,4,1
2026-04-07,823727,2,Detroit Tigers,Minnesota Twins,4,Minnesota Twins,Detroit Tigers,4,2
2026-04-07,822916,2,Seattle Mariners,Texas Rangers,3,Texas Rangers,Seattle Mariners,3,2
2026-04-07,824375,1,Houston Astros,Colorado Rockies,5,Colorado Rockies,Houston Astros,5,1
2026-04-07,824051,7,Atlanta Braves,Los Angeles Angels,2,Atlanta Braves,Los Angeles Angels,7,2
2026-04-07,823235,0,Philadelphia Phillies,San Francisco Giants,6,San Francisco Giants,Philadelphia Phillies,6,0
2026-04-08,823403,8,San Diego Padres,Pittsburgh Pirates,2,San Diego Padres,Pittsburgh Pirates,8,2
2026-04-08,824455,2,Kansas City Royals,Cleveland Guardians,10,Cleveland Guardians,Kansas City Royals,10,2
2026-04-08,824779,0,Milwaukee Brewers,Boston Red Sox,5,Boston Red Sox,Milwaukee Brewers,5,0
2026-04-08,824617,5,Baltimore Orioles,Chicago White Sox,3,Baltimore Orioles,Chicago White Sox,5,3
2026-04-08,822915,0,Seattle Mariners,Texas Rangers,3,Texas Rangers,Seattle Mariners,3,0
2026-04-08,822833,3,Los Angeles Dodgers,Toronto Blue Jays,4,Toronto Blue Jays,Los Angeles Dodgers,4,3
2026-04-08,824374,1,Houston Astros,Colorado Rockies,9,Colorado Rockies,Houston Astros,9,1
2026-04-08,823234,0,Philadelphia Phillies,San Francisco Giants,5,San Francisco Giants,Philadelphia Phillies,5,0
2026-04-08,822753,6,St. Louis Cardinals,Washington Nationals,1,St. Louis Cardinals,Washington Nationals,6,1
2026-04-08,824050,8,Atlanta Braves,Los Angeles Angels,2,Atlanta Braves,Los Angeles Angels,8,2
2026-04-08,823646,7,Arizona Diamondbacks,New York Mets,2,Arizona Diamondbacks,New York Mets,7,2
2026-04-08,823000,6,Chicago Cubs,Tampa Bay Rays,2,Chicago Cubs,Tampa Bay Rays,6,2
2026-04-08,823885,4,Cincinnati Reds,Miami Marlins,7,Miami Marlins,Cincinnati Reds,7,4
2026-04-08,823564,3,Athletics,New York Yankees,2,Athletics,New York Yankees,3,2
2026-04-08,823726,6,Detroit Tigers,Minnesota Twins,8,Minnesota Twins,Detroit Tigers,8,6
2026-04-09,823884,1,Cincinnati Reds,Miami Marlins,8,Miami Marlins,Cincinnati Reds,8,1
2026-04-09,823565,1,Athletics,New York Yankees,0,Athletics,New York Yankees,1,0
2026-04-09,823724,1,Detroit Tigers,Minnesota Twins,3,Minnesota Twins,Detroit Tigers,3,1
2026-04-09,823645,7,Arizona Diamondbacks,New York Mets,1,Arizona Diamondbacks,New York Mets,7,1
2026-04-09,824130,2,Chicago White Sox,Kansas City Royals,0,Chicago White Sox,Kansas City Royals,2,0
2026-04-09,823319,3,Colorado Rockies,San Diego Padres,7,San Diego Padres,Colorado Rockies,7,3
2026-04-10,824695,2,Pittsburgh Pirates,Chicago Cubs,0,Pittsburgh Pirates,Chicago Cubs,2,0
2026-04-10,823482,5,Arizona Diamondbacks,Philadelphia Phillies,4,Arizona Diamondbacks,Philadelphia Phillies,5,4
2026-04-10,824297,0,Miami Marlins,Detroit Tigers,2,Detroit Tigers,Miami Marlins,2,0
2026-04-10,824534,10,Los Angeles Angels,Cincinnati Reds,2,Los Angeles Angels,Cincinnati Reds,10,2
2026-04-10,822829,4,Minnesota Twins,Toronto Blue Jays,10,Toronto Blue Jays,Minnesota Twins,10,4
2026-04-10,823643,4,Athletics,New York Mets,0,Athletics,New York Mets,4,0
2026-04-10,822997,3,New York Yankees,Tampa Bay Rays,5,Tampa Bay Rays,New York Yankees,5,3
2026-04-10,824858,6,San Francisco Giants,Baltimore Orioles,3,San Francisco Giants,Baltimore Orioles,6,3
2026-04-10,824941,5,Cleveland Guardians,Atlanta Braves,11,Atlanta Braves,Cleveland Guardians,11,5
2026-04-10,824128,0,Chicago White Sox,Kansas City Royals,2,Kansas City Royals,Chicago White Sox,2,0
2026-04-10,823808,7,Washington Nationals,Milwaukee Brewers,3,Washington Nationals,Milwaukee Brewers,7,3
2026-04-10,823076,2,Boston Red Sox,St. Louis Cardinals,3,St. Louis Cardinals,Boston Red Sox,3,2
2026-04-10,823318,2,Colorado Rockies,San Diego Padres,5,San Diego Padres,Colorado Rockies,5,2
2026-04-10,823156,6,Houston Astros,Seattle Mariners,9,Seattle Mariners,Houston Astros,9,6
2026-04-10,823968,7,Texas Rangers,Los Angeles Dodgers,8,Los Angeles Dodgers,Texas Rangers,8,7
2026-04-11,823480,3,Arizona Diamondbacks,Philadelphia Phillies,4,Philadelphia Phillies,Arizona Diamondbacks,4,3
2026-04-11,824294,1,Miami Marlins,Detroit Tigers,6,Detroit Tigers,Miami Marlins,6,1
2026-04-11,824697,4,Pittsburgh Pirates,Chicago Cubs,3,Pittsburgh Pirates,Chicago Cubs,4,3
2026-04-11,822830,7,Minnesota Twins,Toronto Blue Jays,4,Minnesota Twins,Toronto Blue Jays,7,4
2026-04-11,824535,3,Los Angeles Angels,Cincinnati Reds,7,Cincinnati Reds,Los Angeles Angels,7,3
2026-04-11,823644,11,Athletics,New York Mets,6,Athletics,New York Mets,11,6
2026-04-11,824129,0,Chicago White Sox,Kansas City Royals,2,Kansas City Royals,Chicago White Sox,2,0
2026-04-11,822996,4,New York Yankees,Tampa Bay Rays,5,Tampa Bay Rays,New York Yankees,5,4
2026-04-11,823805,3,Washington Nationals,Milwaukee Brewers,1,Washington Nationals,Milwaukee Brewers,3,1
2026-04-11,824857,2,San Francisco Giants,Baltimore Orioles,6,Baltimore Orioles,San Francisco Giants,6,2
2026-04-11,823074,7,Boston Red Sox,St. Louis Cardinals,1,Boston Red Sox,St. Louis Cardinals,7,1
2026-04-11,824939,6,Cleveland Guardians,Atlanta Braves,0,Cleveland Guardians,Atlanta Braves,6,0
2026-04-11,823316,5,Colorado Rockies,San Diego Padres,9,San Diego Padres,Colorado Rockies,9,5
2026-04-11,823967,3,Texas Rangers,Los Angeles Dodgers,6,Los Angeles Dodgers,Texas Rangers,6,3
2026-04-11,823155,7,Houston Astros,Seattle Mariners,8,Seattle Mariners,Houston Astros,8,7
2026-04-12,824859,2,San Francisco Giants,Baltimore Orioles,6,Baltimore Orioles,San Francisco Giants,6,2
2026-04-12,823479,4,Arizona Diamondbacks,Philadelphia Phillies,3,Arizona Diamondbacks,Philadelphia Phillies,4,3
2026-04-12,822828,8,Minnesota Twins,Toronto Blue Jays,2,Minnesota Twins,Toronto Blue Jays,8,2
2026-04-12,824533,9,Los Angeles Angels,Cincinnati Reds,6,Los Angeles Angels,Cincinnati Reds,9,6
2026-04-12,823642,1,Athletics,New York Mets,0,Athletics,New York Mets,1,0
2026-04-12,824293,2,Miami Marlins,Detroit Tigers,8,Detroit Tigers,Miami Marlins,8,2
2026-04-12,822998,4,New York Yankees,Tampa Bay Rays,5,Tampa Bay Rays,New York Yankees,5,4
2026-04-12,824126,6,Chicago White Sox,Kansas City Royals,5,Chicago White Sox,Kansas City Royals,6,5
2026-04-12,823804,8,Washington Nationals,Milwaukee Brewers,6,Washington Nationals,Milwaukee Brewers,8,6
2026-04-12,823075,9,Boston Red Sox,St. Louis Cardinals,3,Boston Red Sox,St. Louis Cardinals,9,3
2026-04-12,824696,6,Pittsburgh Pirates,Chicago Cubs,7,Chicago Cubs,Pittsburgh Pirates,7,6
2026-04-12,823317,2,Colorado Rockies,San Diego Padres,7,San Diego Padres,Colorado Rockies,7,2
2026-04-12,823154,1,Houston Astros,Seattle Mariners,6,Seattle Mariners,Houston Astros,6,1
2026-04-12,823966,5,Texas Rangers,Los Angeles Dodgers,2,Texas Rangers,Los Angeles Dodgers,5,2
2026-04-12,824938,1,Cleveland Guardians,Atlanta Braves,13,Atlanta Braves,Cleveland Guardians,13,1
2026-04-13,823153,2,Houston Astros,Seattle Mariners,6,Seattle Mariners,Houston Astros,6,2
2026-04-13,824856,7,Arizona Diamondbacks,Baltimore Orioles,9,Baltimore Orioles,Arizona Diamondbacks,9,7
2026-04-13,823400,5,Washington Nationals,Pittsburgh Pirates,16,Pittsburgh Pirates,Washington Nationals,16,5
2026-04-13,823481,7,Chicago Cubs,Philadelphia Phillies,13,Philadelphia Phillies,Chicago Cubs,13,7
2026-04-13,823563,10,Los Angeles Angels,New York Yankees,11,New York Yankees,Los Angeles Angels,11,10
2026-04-13,824937,10,Miami Marlins,Atlanta Braves,4,Miami Marlins,Atlanta Braves,10,4
2026-04-13,823725,6,Boston Red Sox,Minnesota Twins,13,Minnesota Twins,Boston Red Sox,13,6
2026-04-13,823073,9,Cleveland Guardians,St. Louis Cardinals,3,Cleveland Guardians,St. Louis Cardinals,9,3
2026-04-13,825024,8,Texas Rangers,Athletics,1,Texas Rangers,Athletics,8,1
2026-04-13,823964,0,New York Mets,Los Angeles Dodgers,4,Los Angeles Dodgers,New York Mets,4,0
2026-04-14,824853,4,Arizona Diamondbacks,Baltimore Orioles,3,Arizona Diamondbacks,Baltimore Orioles,4,3
2026-04-14,824292,1,Kansas City Royals,Detroit Tigers,2,Detroit Tigers,Kansas City Royals,2,1
2026-04-14,823398,5,Washington Nationals,Pittsburgh Pirates,4,Washington Nationals,Pittsburgh Pirates,5,4
2026-04-14,824531,1,San Francisco Giants,Cincinnati Reds,2,Cincinnati Reds,San Francisco Giants,2,1
2026-04-14,823478,10,Chicago Cubs,Philadelphia Phillies,4,Chicago Cubs,Philadelphia Phillies,10,4
2026-04-14,823562,7,Los Angeles Angels,New York Yankees,1,Los Angeles Angels,New York Yankees,7,1
2026-04-14,824935,5,Miami Marlins,Atlanta Braves,6,Atlanta Braves,Miami Marlins,6,5
2026-04-14,823723,0,Boston Red Sox,Minnesota Twins,6,Minnesota Twins,Boston Red Sox,6,0
2026-04-14,824616,8,Tampa Bay Rays,Chicago White Sox,5,Tampa Bay Rays,Chicago White Sox,8,5
2026-04-14,823802,9,Toronto Blue Jays,Milwaukee Brewers,7,Toronto Blue Jays,Milwaukee Brewers,9,7
2026-04-14,823072,5,Cleveland Guardians,St. Louis Cardinals,6,St. Louis Cardinals,Cleveland Guardians,6,5
